2023-09-25 10:23:18,226 [main.py         | 51] INFO: Start to run instance_1
2023-09-25 10:23:23,813 [simulate_environment.py | 192] INFO: Start to update the input of 2023-09-25 03:00:00
2023-09-25 10:23:23,814 [simulate_environment.py | 219] INFO: Get 3 unallocated order items, 0 ongoing order items, 8 completed order items
2023-09-25 10:23:24,102 [simulate_environment.py | 307] INFO: 2023-09-25 03:00:00, Item 0012230002-1: state = 1 < 2, we can not finish the simulation
2023-09-25 10:23:24,102 [simulate_environment.py | 102] INFO: **************************************************
2023-09-25 10:23:24,103 [simulate_environment.py | 106] INFO: cur time: 2023-09-25 03:10:00, pre time: 2023-09-25 03:00:00
2023-09-25 10:23:24,103 [simulate_environment.py | 192] INFO: Start to update the input of 2023-09-25 03:10:00
2023-09-25 10:23:24,103 [simulate_environment.py | 219] INFO: Get 3 unallocated order items, 0 ongoing order items, 8 completed order items
2023-09-25 10:23:24,399 [simulate_environment.py | 307] INFO: 2023-09-25 03:10:00, Item 0012230002-1: state = 1 < 2, we can not finish the simulation
2023-09-25 10:23:24,399 [simulate_environment.py | 102] INFO: **************************************************
2023-09-25 10:23:24,399 [simulate_environment.py | 106] INFO: cur time: 2023-09-25 03:20:00, pre time: 2023-09-25 03:10:00
2023-09-25 10:23:24,399 [simulate_environment.py | 192] INFO: Start to update the input of 2023-09-25 03:20:00
2023-09-25 10:23:24,400 [simulate_environment.py | 219] INFO: Get 2 unallocated order items, 1 ongoing order items, 8 completed order items
2023-09-25 10:23:24,697 [simulate_environment.py | 307] INFO: 2023-09-25 03:20:00, Item 0209340006-1: state = 1 < 2, we can not finish the simulation
2023-09-25 10:23:24,697 [simulate_environment.py | 102] INFO: **************************************************
2023-09-25 10:23:24,697 [simulate_environment.py | 106] INFO: cur time: 2023-09-25 03:30:00, pre time: 2023-09-25 03:20:00
2023-09-25 10:23:24,697 [simulate_environment.py | 192] INFO: Start to update the input of 2023-09-25 03:30:00
2023-09-25 10:23:24,698 [simulate_environment.py | 219] INFO: Get 1 unallocated order items, 2 ongoing order items, 8 completed order items
2023-09-25 10:23:24,988 [simulate_environment.py | 307] INFO: 2023-09-25 03:30:00, Item 0209340006-1: state = 1 < 2, we can not finish the simulation
2023-09-25 10:23:24,988 [simulate_environment.py | 102] INFO: **************************************************
2023-09-25 10:23:24,988 [simulate_environment.py | 106] INFO: cur time: 2023-09-25 03:40:00, pre time: 2023-09-25 03:30:00
2023-09-25 10:23:24,988 [simulate_environment.py | 192] INFO: Start to update the input of 2023-09-25 03:40:00
2023-09-25 10:23:24,989 [simulate_environment.py | 219] INFO: Get 1 unallocated order items, 2 ongoing order items, 8 completed order items
2023-09-25 10:23:25,290 [simulate_environment.py | 307] INFO: 2023-09-25 03:40:00, Item 0209340006-1: state = 1 < 2, we can not finish the simulation
2023-09-25 10:23:25,291 [simulate_environment.py | 102] INFO: **************************************************
2023-09-25 10:23:25,291 [simulate_environment.py | 106] INFO: cur time: 2023-09-25 03:50:00, pre time: 2023-09-25 03:40:00
2023-09-25 10:23:25,291 [simulate_environment.py | 192] INFO: Start to update the input of 2023-09-25 03:50:00
2023-09-25 10:23:25,292 [simulate_environment.py | 219] INFO: Get 1 unallocated order items, 2 ongoing order items, 8 completed order items
2023-09-25 10:23:25,586 [simulate_environment.py | 307] INFO: 2023-09-25 03:50:00, Item 0209340006-1: state = 1 < 2, we can not finish the simulation
2023-09-25 10:23:25,586 [simulate_environment.py | 102] INFO: **************************************************
2023-09-25 10:23:25,586 [simulate_environment.py | 106] INFO: cur time: 2023-09-25 04:00:00, pre time: 2023-09-25 03:50:00
2023-09-25 10:23:25,586 [simulate_environment.py | 192] INFO: Start to update the input of 2023-09-25 04:00:00
2023-09-25 10:23:25,587 [simulate_environment.py | 219] INFO: Get 1 unallocated order items, 2 ongoing order items, 8 completed order items
2023-09-25 10:23:25,884 [simulate_environment.py | 307] INFO: 2023-09-25 04:00:00, Item 0209340006-1: state = 1 < 2, we can not finish the simulation
2023-09-25 10:23:25,884 [simulate_environment.py | 102] INFO: **************************************************
2023-09-25 10:23:25,884 [simulate_environment.py | 106] INFO: cur time: 2023-09-25 04:10:00, pre time: 2023-09-25 04:00:00
2023-09-25 10:23:25,884 [simulate_environment.py | 192] INFO: Start to update the input of 2023-09-25 04:10:00
2023-09-25 10:23:25,885 [simulate_environment.py | 219] INFO: Get 1 unallocated order items, 0 ongoing order items, 10 completed order items
2023-09-25 10:23:26,192 [simulate_environment.py | 307] INFO: 2023-09-25 04:10:00, Item 0209340006-1: state = 1 < 2, we can not finish the simulation
2023-09-25 10:23:26,192 [simulate_environment.py | 102] INFO: **************************************************
2023-09-25 10:23:26,192 [simulate_environment.py | 106] INFO: cur time: 2023-09-25 04:20:00, pre time: 2023-09-25 04:10:00
2023-09-25 10:23:26,192 [simulate_environment.py | 192] INFO: Start to update the input of 2023-09-25 04:20:00
2023-09-25 10:23:26,193 [simulate_environment.py | 219] INFO: Get 1 unallocated order items, 0 ongoing order items, 10 completed order items
2023-09-25 10:23:26,428 [simulate_environment.py | 307] INFO: 2023-09-25 04:20:00, Item 0209340006-1: state = 1 < 2, we can not finish the simulation
2023-09-25 10:23:26,429 [simulate_environment.py | 102] INFO: **************************************************
2023-09-25 10:23:26,429 [simulate_environment.py | 106] INFO: cur time: 2023-09-25 04:30:00, pre time: 2023-09-25 04:20:00
2023-09-25 10:23:26,429 [simulate_environment.py | 192] INFO: Start to update the input of 2023-09-25 04:30:00
2023-09-25 10:23:26,429 [simulate_environment.py | 219] INFO: Get 1 unallocated order items, 0 ongoing order items, 10 completed order items
2023-09-25 10:23:26,721 [simulate_environment.py | 307] INFO: 2023-09-25 04:30:00, Item 0209340006-1: state = 1 < 2, we can not finish the simulation
2023-09-25 10:23:26,722 [simulate_environment.py | 102] INFO: **************************************************
2023-09-25 10:23:26,722 [simulate_environment.py | 106] INFO: cur time: 2023-09-25 04:40:00, pre time: 2023-09-25 04:30:00
2023-09-25 10:23:26,722 [simulate_environment.py | 192] INFO: Start to update the input of 2023-09-25 04:40:00
2023-09-25 10:23:26,722 [simulate_environment.py | 219] INFO: Get 1 unallocated order items, 0 ongoing order items, 10 completed order items
2023-09-25 10:23:26,980 [simulate_environment.py | 307] INFO: 2023-09-25 04:40:00, Item 0209340006-1: state = 1 < 2, we can not finish the simulation
2023-09-25 10:23:26,981 [simulate_environment.py | 102] INFO: **************************************************
2023-09-25 10:23:26,981 [simulate_environment.py | 106] INFO: cur time: 2023-09-25 04:50:00, pre time: 2023-09-25 04:40:00
2023-09-25 10:23:26,981 [simulate_environment.py | 192] INFO: Start to update the input of 2023-09-25 04:50:00
2023-09-25 10:23:26,981 [simulate_environment.py | 219] INFO: Get 1 unallocated order items, 0 ongoing order items, 10 completed order items
2023-09-25 10:23:27,287 [simulate_environment.py | 307] INFO: 2023-09-25 04:50:00, Item 0209340006-1: state = 1 < 2, we can not finish the simulation
2023-09-25 10:23:27,287 [simulate_environment.py | 102] INFO: **************************************************
2023-09-25 10:23:27,287 [simulate_environment.py | 106] INFO: cur time: 2023-09-25 05:00:00, pre time: 2023-09-25 04:50:00
2023-09-25 10:23:27,287 [simulate_environment.py | 192] INFO: Start to update the input of 2023-09-25 05:00:00
2023-09-25 10:23:27,287 [simulate_environment.py | 219] INFO: Get 0 unallocated order items, 1 ongoing order items, 10 completed order items
2023-09-25 10:23:27,589 [simulate_environment.py | 307] INFO: 2023-09-25 05:00:00, Item 0517240008-1: state = 0 < 2, we can not finish the simulation
2023-09-25 10:23:27,589 [simulate_environment.py | 102] INFO: **************************************************
2023-09-25 10:23:27,589 [simulate_environment.py | 106] INFO: cur time: 2023-09-25 05:10:00, pre time: 2023-09-25 05:00:00
2023-09-25 10:23:27,589 [simulate_environment.py | 192] INFO: Start to update the input of 2023-09-25 05:10:00
2023-09-25 10:23:27,590 [simulate_environment.py | 219] INFO: Get 0 unallocated order items, 1 ongoing order items, 10 completed order items
